name,published_at,data
dataStream,2015-11-17T04:01:13.937Z,0;25;866
dataStream,2015-11-17T04:02:13.937Z,0;26;911
dataStream,2015-11-17T04:03:13.936Z,0;25;915
dataStream,2015-11-17T04:04:13.937Z,0;25;864
dataStream,2015-11-17T04:05:13.938Z,0;26;856
dataStream,2015-11-17T04:06:13.936Z,0;25;892
dataStream,2015-11-17T04:07:13.937Z,0;25;917
dataStream,2015-11-17T04:08:13.935Z,0;25;897
dataStream,2015-11-17T04:09:13.936Z,0;25;865
dataStream,2015-11-17T04:10:13.937Z,0;25;888
dataStream,2015-11-17T04:11:13.935Z,0;26;870
dataStream,2015-11-17T04:12:13.936Z,0;26;901
dataStream,2015-11-17T04:13:13.937Z,0;26;869
dataStream,2015-11-17T04:14:13.936Z,0;26;899
dataStream,2015-11-17T04:15:13.936Z,0;26;909
dataStream,2015-11-17T04:16:13.941Z,0;25;873
dataStream,2015-11-17T04:17:13.957Z,0;26;898
dataStream,2015-11-17T04:18:13.936Z,0;26;881
dataStream,2015-11-17T04:19:13.936Z,0;25;870
dataStream,2015-11-17T04:20:13.935Z,0;26;907
dataStream,2015-11-17T04:21:13.936Z,0;26;870
dataStream,2015-11-17T04:22:13.936Z,0;25;913
dataStream,2015-11-17T04:23:13.935Z,0;26;866
dataStream,2015-11-17T04:24:13.941Z,0;25;900
dataStream,2015-11-17T04:25:13.935Z,0;25;908
dataStream,2015-11-17T04:26:13.934Z,0;25;859
dataStream,2015-11-17T04:27:13.937Z,0;25;912
dataStream,2015-11-17T04:28:13.935Z,0;25;911
dataStream,2015-11-17T04:29:13.935Z,0;26;878
dataStream,2015-11-17T04:30:13.935Z,0;26;865
dataStream,2015-11-17T04:31:13.933Z,0;25;863
dataStream,2015-11-17T04:32:13.935Z,0;25;869
dataStream,2015-11-17T04:33:13.934Z,0;25;912
dataStream,2015-11-17T04:34:13.933Z,0;26;883
dataStream,2015-11-17T04:35:13.934Z,0;26;894
dataStream,2015-11-17T04:36:13.933Z,0;26;895
dataStream,2015-11-17T04:37:13.934Z,0;25;908
dataStream,2015-11-17T04:38:13.934Z,0;26;902
dataStream,2015-11-17T04:39:13.935Z,0;25;913
dataStream,2015-11-17T04:40:13.934Z,0;25;896
dataStream,2015-11-17T04:41:13.933Z,0;26;874
dataStream,2015-11-17T04:42:13.935Z,0;25;916
dataStream,2015-11-17T04:43:13.935Z,0;25;906
dataStream,2015-11-17T04:44:13.933Z,0;25;864
dataStream,2015-11-17T04:45:13.934Z,0;25;909
dataStream,2015-11-17T04:46:13.936Z,0;26;877
dataStream,2015-11-17T04:47:13.934Z,0;26;898
dataStream,2015-11-17T04:48:13.934Z,0;26;884
dataStream,2015-11-17T04:49:13.933Z,0;25;872
dataStream,2015-11-17T04:50:13.933Z,0;26;899
dataStream,2015-11-17T04:51:13.933Z,0;25;913
dataStream,2015-11-17T04:52:13.933Z,0;25;875
dataStream,2015-11-17T04:53:13.933Z,0;25;913
dataStream,2015-11-17T04:54:13.934Z,0;26;908
dataStream,2015-11-17T04:55:13.933Z,0;25;865
dataStream,2015-11-17T04:56:13.934Z,0;25;912
dataStream,2015-11-17T04:57:13.934Z,0;26;905
dataStream,2015-11-17T04:58:13.933Z,0;25;887
dataStream,2015-11-17T04:59:13.932Z,0;25;887
dataStream,2015-11-17T05:00:13.933Z,0;26;895
dataStream,2015-11-17T05:01:13.934Z,0;25;884
dataStream,2015-11-17T05:02:13.931Z,0;26;887
dataStream,2015-11-17T05:03:13.932Z,0;25;907
dataStream,2015-11-17T05:04:13.934Z,0;25;873
dataStream,2015-11-17T05:05:13.932Z,0;25;871
dataStream,2015-11-17T05:06:13.933Z,0;25;913
dataStream,2015-11-17T05:07:13.933Z,0;26;892
dataStream,2015-11-17T05:08:13.933Z,0;26;867
dataStream,2015-11-17T05:09:13.931Z,0;25;867
dataStream,2015-11-17T05:10:13.932Z,0;25;909
dataStream,2015-11-17T05:11:13.955Z,0;26;885
dataStream,2015-11-17T05:12:13.931Z,0;25;910
dataStream,2015-11-17T05:13:13.931Z,0;25;919
dataStream,2015-11-17T05:14:13.934Z,0;25;910
dataStream,2015-11-17T05:15:13.931Z,0;26;871
dataStream,2015-11-17T05:16:13.931Z,0;26;897
dataStream,2015-11-17T05:17:13.932Z,0;26;863
dataStream,2015-11-17T05:18:13.931Z,0;25;864
dataStream,2015-11-17T05:19:13.932Z,0;25;884
dataStream,2015-11-17T05:20:13.932Z,0;25;915
dataStream,2015-11-17T05:21:13.931Z,0;25;881
dataStream,2015-11-17T05:22:13.932Z,0;25;912
dataStream,2015-11-17T05:23:13.931Z,0;26;890
dataStream,2015-11-17T05:24:13.931Z,0;25;916
dataStream,2015-11-17T05:25:13.932Z,0;25;910
dataStream,2015-11-17T05:26:13.932Z,0;26;868
dataStream,2015-11-17T05:27:13.931Z,0;26;887
dataStream,2015-11-17T05:28:13.934Z,0;26;880
dataStream,2015-11-17T05:29:13.930Z,0;25;920
dataStream,2015-11-17T05:30:13.930Z,0;25;908
dataStream,2015-11-17T05:31:13.931Z,0;25;884
dataStream,2015-11-17T05:32:13.932Z,0;25;901
dataStream,2015-11-17T05:33:13.931Z,0;25;908
dataStream,2015-11-17T05:34:13.932Z,0;25;879
dataStream,2015-11-17T05:35:13.932Z,0;25;914
dataStream,2015-11-17T05:36:13.932Z,0;25;908
dataStream,2015-11-17T05:37:13.932Z,0;26;875
dataStream,2015-11-17T05:38:13.930Z,0;25;856
dataStream,2015-11-17T05:39:13.931Z,0;25;858
dataStream,2015-11-17T05:40:13.931Z,0;25;887
dataStream,2015-11-17T05:41:13.930Z,0;25;916
dataStream,2015-11-17T05:42:13.932Z,0;26;859
dataStream,2015-11-17T05:43:13.934Z,0;26;874
dataStream,2015-11-17T05:44:13.930Z,0;25;907
dataStream,2015-11-17T05:45:13.932Z,0;26;870
dataStream,2015-11-17T05:46:13.931Z,0;26;888
dataStream,2015-11-17T05:47:13.931Z,0;26;865
dataStream,2015-11-17T05:48:13.931Z,0;25;916
dataStream,2015-11-17T05:49:13.930Z,0;25;888
dataStream,2015-11-17T05:50:13.932Z,0;26;880
dataStream,2015-11-17T05:51:13.930Z,0;26;889
dataStream,2015-11-17T05:52:13.931Z,0;26;863
dataStream,2015-11-17T05:53:13.932Z,0;25;872
dataStream,2015-11-17T05:54:13.933Z,0;25;902
dataStream,2015-11-17T05:55:13.931Z,0;25;903
dataStream,2015-11-17T05:56:13.931Z,0;25;915
dataStream,2015-11-17T05:57:13.933Z,0;25;856
dataStream,2015-11-17T05:58:13.931Z,0;25;904
dataStream,2015-11-17T05:59:13.932Z,0;26;879
dataStream,2015-11-17T06:00:13.932Z,0;25;903
dataStream,2015-11-17T06:01:13.932Z,0;26;874
dataStream,2015-11-17T06:02:13.931Z,0;26;905
dataStream,2015-11-17T06:03:13.930Z,0;26;870
dataStream,2015-11-17T06:04:13.931Z,0;25;868
dataStream,2015-11-17T06:05:13.933Z,0;25;910
dataStream,2015-11-17T06:06:13.932Z,0;26;889
dataStream,2015-11-17T06:07:13.932Z,0;25;909
dataStream,2015-11-17T06:08:13.933Z,0;25;871
dataStream,2015-11-17T06:09:13.932Z,0;25;909
dataStream,2015-11-17T06:10:13.931Z,0;25;869
dataStream,2015-11-17T06:11:13.934Z,0;26;875
dataStream,2015-11-17T06:12:13.931Z,0;26;886
dataStream,2015-11-17T06:13:13.936Z,0;25;916
dataStream,2015-11-17T06:14:13.932Z,0;26;903
dataStream,2015-11-17T06:15:13.932Z,0;25;866
dataStream,2015-11-17T06:16:13.932Z,0;25;920
dataStream,2015-11-17T06:17:13.933Z,0;25;915
dataStream,2015-11-17T06:18:13.933Z,0;26;894
dataStream,2015-11-17T06:19:13.933Z,0;26;906
dataStream,2015-11-17T06:20:13.931Z,0;25;871
dataStream,2015-11-17T06:21:13.932Z,0;25;892
dataStream,2015-11-17T06:22:13.931Z,0;26;855
dataStream,2015-11-17T06:23:13.933Z,0;25;903
dataStream,2015-11-17T06:24:13.935Z,0;25;869
dataStream,2015-11-17T06:25:13.935Z,0;26;862
dataStream,2015-11-17T06:26:13.933Z,0;26;899
dataStream,2015-11-17T06:27:13.933Z,0;26;905
